name,latitude,longitude,postcode,chargeDeviceStatus,deviceControllerName
"East Lothian Council, Haddington (5)",55.954886,-2.780981,EH41 3HA,In service,Charge Your Car
"East Lothian Council, Macmerry (1)",55.945681,-2.894699,EH33 1EX,In service,Charge Your Car
"East Lothian Council, Macmerry (2)",55.945682,-2.8947,EH33 1EX,In service,Charge Your Car
"East Lothian Council, Macmerry (3)",55.945683,-2.894701,EH33 1EX,In service,Charge Your Car
Musselburgh Sports Centre (1),55.939054,-3.047993,EH21 7AS,In service,Charge Your Car
Musselburgh Sports Centre (2),55.939055,-3.047994,EH21 7AS,In service,Charge Your Car
North Berwick Sports Centre (1),56.053226,-2.719944,EH39 6UU,In service,Charge Your Car
North Berwick Sports Centre (2),56.053227,-2.719945,EH39 6UU,In service,Charge Your Car
"East Port Garage, Newburgh",56.350658,-3.226256,KY14 6HA,In service,Charge Your Car
Edinburgh Computer Services (1),55.935686,-3.225976,EH11 1EH,In service,Charge Your Car
Edinburgh Computer Services (2),55.935687,-3.225977,EH11 1EH,In service,Charge Your Car
"Edmundson Electrical Ltd, Glasgow",55.852535,-4.275713,G5 8RS,In service,Charge Your Car
"Elvingston Science Centre, Tranent (1)",55.960828,-2.864355,EH33 1EH,In service,Charge Your Car
"Elvingston Science Centre, Tranent (2)",55.960828,-2.864355,EH33 1EH,In service,Charge Your Car
"Everwarm, Whitehill Industrial Estate",55.88048,-3.62597,EH48 2EE,In service,Charge Your Car
Fetlar Interpretive Centre,60.603243,-0.89499,ZE2 9DJ,In service,Charge Your Car
"Aberdour Railway Station Car Park, Fife",56.054618,-3.299662,KY3 0TQ,In service,Charge Your Car
"Argyle Street Car Park, St Andrews",56.341428,-2.807173,KY16 9TF,In service,Charge Your Car
"Bonnygate Car Park, Cupar",56.3185,-3.014389,KY15 5AW,In service,Charge Your Car
Cowdenbeath Leisure Centre,56.111498,-3.345593,KY4 9DD,In service,Charge Your Car
Dalgety Bay Rail Halt Car Park,56.041983,-3.367074,KY11 9NJ,In service,Charge Your Car
Dunfermline Queen Margaret Rail Halt Car Park,56.080397,-3.421911,KY12 0GB,In service,Charge Your Car
"East Basin Car Park, Anstruther",56.221572,-2.696623,KY10 3AB,In service,Charge Your Car
"Ferrytoll Park & Ride, Inverkeithing",56.023078,-3.406181,KY11 1HN,Out of service,Charge Your Car
"Fluthers Car Park, Cupar",56.32061,-3.008867,KY15 4HJ,Out of service,Charge Your Car
Inverkeithing Railway Station Car Park,56.034972,-3.39571,KY11 1NJ,In service,Charge Your Car
Kirkcaldy Railway Station Car Park,56.113011,-3.167813,KY2 5PR,In service,Charge Your Car
Leuchars Railway Station Car Park,56.376222,-2.891857,KY16 0JJ,In service,Charge Your Car
Markinch Rail Station,56.2011,-3.131192,KY7 6DJ,In service,Charge Your Car
Rosyth Rail Halt Car Park,56.04502,-3.425907,KY11 2JE,In service,Charge Your Car
"South Street Car Park, Leven",56.194028,-2.996805,KY8 4NU,In service,Charge Your Car
"Thistle Street Car Park, Kirkcaldy",56.110931,-3.159613,KY1 1HN,In service,Charge Your Car
"Viewfield Terrace Car Park, Dunfermline",56.071379,-3.454917,KY12 7HY,In service,Charge Your Car
"Fintry Sports Club, Glasgow",56.05496,-4.2256,G63 0YA,In service,Charge Your Car
"Freescale Semiconductor, Glasgow",55.74823,-4.168689,G75 0TG,In service,Charge Your Car
"Bothwell Street, Glasgow (1)",55.861066,-4.259583,G2 6HR,In service,Charge Your Car
"Bothwell Street, Glasgow (2)",55.861033,-4.259411,G2 6HR ,In service,Charge Your Car
"Hydro Arena, Glasgow",55.859715,-4.282673,G1 1RX,In service,Charge Your Car
"Pollok Leisure Centre, Glasgow ",55.823208,-4.342856,G53 6EW,In service,Charge Your Car
"Riverside Museum, Glasgow",55.865955,-4.303914,G3 8RS,In service,Charge Your Car
"Scotstoun Leisure Centre, Glasgow",55.88192,-4.340323,G14 9HU,In service,Charge Your Car
"Sir Chris Hoy Velodrome, Glasgow",55.846862,-4.209706,G40 3HG,In service,Charge Your Car
"Tollcross Leisure Centre, Glasgow",55.845342,-4.176739,G32 7QR,In service,Charge Your Car
"Wilson Street, Glasgow (1)",55.858663,-4.248492,G1 1UZ,In service,Charge Your Car
"Wilson Street, Glasgow (2)",55.858663,-4.248492,G1 1UZ,In service,Charge Your Car
"Camanachd Car Park, Fort William (1)",56.821507,-5.103842,PH33 6AN,Out of service,Charge Your Car
"Camanachd Car Park, Fort William (2)",56.821507,-5.103842,PH33 6AN,In service,Charge Your Car
"Cathedral Car Park, Inverness (1)",57.473789,-4.229166,IV3 5NS,Out of service,Charge Your Car
"Cathedral Car Park, Inverness (2)",57.473789,-4.229166,IV3 5NS,Out of service,Charge Your Car
Wick Police Station (1),58.441052,-3.097185,KW1 5LB,In service,Charge Your Car
Wick Police Station (2),58.441053,-3.097186,KW1 5LB,In service,Charge Your Car
"Highland Farm Cottages, Dingwall",57.619762,-4.398274,IV15 9TT,In service,Charge Your Car
"Hopetoun Arms Hotel, Leadhills ",55.415569,-3.76146,ML12 6XP,In service,Charge Your Car
"Kellwood Engineering Ltd., Dumfries",55.098644,-3.56946,DG1 3PQ,In service,Charge Your Car
"Knockhill, Dunfermline",56.13148,-3.50681,KY12 9TF,In service,Charge Your Car
"KVC Clydebank, Glasgow",55.907938,-4.431599,G81 4HT,In service,Charge Your Car
"Landscapes and Contracts, Hillngton (1)",55.85497,-4.35703,G52 4JZ,In service,Charge Your Car
"Landscapes and Contracts, Hillngton (2)",55.85497,-4.35703,G52 4JZ,In service,Charge Your Car
"Matt Purdie Removals, Blackburn (1)",55.870998,-3.619226,EH47 7QS,In service,Charge Your Car
"Matt Purdie Removals, Blackburn (2)",55.870998,-3.619226,EH47 7QS,In service,Charge Your Car
"Edinburgh College, Midlothian Campus",55.88348,-3.077125,EH22 3FR,In service,Charge Your Car
"Mind and Body Studio, Kirkcaldy",56.097017,-3.164339,KY1 1SU,In service,Charge Your Car
"Moray Carshare, Findhorn",57.652306,-3.593384,IV36 3TZ,In service,Charge Your Car
"Northfield Terrace, Elgin",57.647124,-3.319648,IV30 1NE,In service,Charge Your Car
Mull and Iona Community Trust (1),56.315597,-6.235259,PA67 6DP,In service,Charge Your Car
Mull and Iona Community Trust (2),56.315597,-6.235259,PA67 6DP,In service,Charge Your Car
Craignure Ferry Terminal (1),56.470225,-5.705968,PA65 6AZ,In service,Charge Your Car
Craignure Ferry Terminal (2),56.470225,-5.705968,PA65 6AZ,In service,Charge Your Car
"Cunningham House, Irvine (1)",55.613039,-4.674909,KA11 2AL,In service,Charge Your Car
"Cunningham House, Irvine (2)",55.613039,-4.674909,KA11 2AL,In service,Charge Your Car
"Airdrie Road Car Park, Kilsyth (1)",55.977219,-4.05751,G65 0NH,In service,Charge Your Car
"Airdrie Road Car Park, Kilsyth (2)",55.97722,-4.05752,G65 0NH,In service,Charge Your Car
Bellshill Park & Ride (1),55.816662,-4.026393,ML4 1AG,In service,Charge Your Car
Bellshill Park & Ride (2),55.816663,-4.026394,ML4 1AG,In service,Charge Your Car
Bron Way Car Park (1),55.946658,-3.985006,G67 1EP,In service,Charge Your Car
Bron Way Car Park (2),55.946659,-3.985007,G67 1EP,In service,Charge Your Car
"Elm Street Car Park, Motherwell (1)",55.791109,-3.995843,ML1 3JR,In service,Charge Your Car
"Elm Street Car Park, Motherwell (2)",55.79111,-3.995844,ML1 3JR,In service,Charge Your Car
"Hallcraig Street Car Park, Airdrie (1)",55.867073,-3.977174,ML6 6AW,In service,Charge Your Car
"Hallcraig Street Car Park, Airdrie (2)",55.867074,-3.977175,ML6 6AW,In service,Charge Your Car
Wishaw Park & Ride (1),55.77166,-3.927234,ML2 0HF,In service,Charge Your Car
Wishaw Park & Ride (2),55.771661,-3.927235,ML2 0HF,In service,Charge Your Car
Dounby Primary School (1),59.066474,-3.228072,KW17 2JA,In service,Charge Your Car
Dounby Primary School (2),59.066,-3.2279,KW17 2JA,In service,Charge Your Car
"Public Car Park, Stromness (1)",58.9636,-3.3014,KW16 3AN,In service,Charge Your Car
"Public Car Park, Stromness (2)",58.9636,-3.3014,KW16 3AN,In service,Charge Your Car
St Margarets Hope Care Home (1),58.8248,-2.9561,KW17 2SR,In service,Charge Your Car
St Margarets Hope Care Home (2),58.8248,-2.9561,KW17 2SR,In service,Charge Your Car
"St. Rognvalds House, Orkney (1)",58.9757,-2.9696,KW15 1BB,In service,Charge Your Car
"St. Rognvalds House, Orkney (2)",58.9757,-2.9696,KW15 1BB,In service,Charge Your Car
Peebles Golf Club,55.65481,-3.20023,EH45 8EY,In service,Charge Your Car
Gill's Bay Ferry Terminal (2),58.639263,-3.161232,KW1 4YB,In service,Charge Your Car
"Broxden Park & Ride, Perth (1)",56.386591,-3.478899,PH2 0PX,In service,Charge Your Car
"Broxden Park & Ride, Perth (2)",56.386591,-3.478899,PH2 0PX,Out of service,Charge Your Car
"Broxden Park & Ride, Perth (3)",56.386591,-3.478899,PH2 0PX,In service,Charge Your Car
"Broxden Park & Ride, Perth (4)",56.386591,-3.478899,PH2 0PX,In service,Charge Your Car
Kinross Park & Ride (1),56.206743,-3.432743,KY13 8TA,In service,Charge Your Car
Kinross Park & Ride (2),56.206743,-3.432743,KY13 8TA,In service,Charge Your Car
"Rie-Achen Road Car Park, Pitlochry (1)",56.703591,-3.738463,PH16 5FJ,In service,Charge Your Car
"Rie-Achen Road Car Park, Pitlochry (2)",56.703591,-3.738463,PH16 5FJ,In service,Charge Your Car
"South Inch Car Park, Perth (1)",56.391361,-3.426857,PH2 8AB,In service,Charge Your Car
"South Inch Car Park, Perth (2)",56.391361,-3.426857,PH2 8AB,In service,Charge Your Car
"South Inch Car Park, Perth (3)",56.391361,-3.426857,PH2 8AB,In service,Charge Your Car
Queen Margaret University (1),55.931308,-3.073058,EH21 6UU,In service,Charge Your Car
Queen Margaret University (2),55.931309,-3.073059,EH21 6UU,In service,Charge Your Car
"Rivendell Care Home, Birnam",56.559525,-3.576857,PH8 0BL ,In service,Charge Your Car
Robert Gordon University (1),57.119125,-2.136847,AB10 7QB,In service,Charge Your Car
Robert Gordon University (2),57.119125,-2.136847,AB10 7QB,In service,Charge Your Car
SCARF Aberdeen,57.149125,-2.086139,AB11 5EE,In service,Charge Your Car
"Scotland's Secret Bunker, St Andrew's (1)",56.270485,-2.698383,KY16 8QH,In service,Charge Your Car
"Scotland's Secret Bunker, St Andrew's (2)",56.270485,-2.698383,KY16 8QH,In service,Charge Your Car
Hawick Heritage Hub,55.420856,-2.788539,TD9 0AE,In service,Charge Your Car
Jedburgh (1),55.47701,-2.553002,TD8 6BE,In service,Charge Your Car
Jedburgh (2),55.47702,-2.553003,TD8 6BE,In service,Charge Your Car
Kelso Hospital (1),55.603015,-2.436047,TD5 7JP,In service,Charge Your Car
Kelso Hospital (2),55.603016,-2.436048,TD5 7JP,In service,Charge Your Car
"King Street, Galashiels",55.622444,-2.822145,TD1 1PX,In service,Charge Your Car
"Newtown Street, Duns (1)",55.777658,-2.347831,TD11 3AU,In service,Charge Your Car
"Old School Building, Newtown St. Boswells (1)",55.577145,-2.673783,TD6 0SA,In service,Charge Your Car
"Rosetta Road, Peebles (1)",55.656908,-3.196582,EH45 8HH,In service,Charge Your Car
Scrabster Ferry Terminal (2),58.612083,-3.539625,KW14 7UJ,Out of service,Charge Your Car
"Bush Estate, Midlothian",55.859368,-3.20921,EH26 0SB,In service,Charge Your Car
"SMA Vehicle Remarketing, Kinross",56.199247,-3.420433,KY13 8EN,In service,Charge Your Car
"SMA Vehicle Remarketing, Livingston",55.897556,-3.575403,EH54 8SB,In service,Charge Your Car
Solway View Campsite,54.786703,-4.097868,DG6 4TR,In service,Charge Your Car
"Barns Crescent Car Park, Ayr (1)",55.458275,-4.631326,KA7 2AY,In service,Charge Your Car
"Barns Crescent Car Park, Ayr (2)",55.458275,-4.631326,KA7 2AY,In service,Charge Your Car
"Burns Statue Square, Ayr",55.45804,-4.62877,KA7 1SX,In service,Charge Your Car
"Mill Brae Car Park, Ayr (1)",55.457891,-4.623692,KA7 3BA,In service,Charge Your Car
"Mill Brae Car Park, Ayr (2)",55.457891,-4.623692,KA7 3BA,In service,Charge Your Car
Abington Car Park,55.492436,-3.691795,ML12 6SD,In service,Charge Your Car
"Bothwell Street Car Park, Hamilton (1)",55.781196,-4.051502,ML3 0BS,In service,Charge Your Car
"Bothwell Street Car Park, Hamilton (2)",55.781197,-4.051503,ML3 0BS,In service,Charge Your Car
"Bothwell Street Car Park, Hamilton (3)",55.781198,-4.051504,ML3 0BS,In service,Charge Your Car
"Bothwell Street Car Park, Hamilton (4)",55.781199,-4.051505,ML3 0BS,In service,Charge Your Car
"Braehead Car Park, Douglas (1)",55.558071,-3.844522,ML11 0PT,In service,Charge Your Car
"Cambuslang Gate Car Park, Cambuslang (1)",55.819892,-4.167947,G72 7EX,In service,Charge Your Car
"Cambuslang Gate Car Park, Cambuslang (2)",55.819893,-4.167948,G72 7EX,In service,Charge Your Car
"Civic Centre Car Park, East Kilbride (1)",55.761931,-4.174658,G74 1AB,In service,Charge Your Car
"Civic Centre Car Park, East Kilbride (2)",55.761932,-4.174659,G74 1AB,In service,Charge Your Car
"Civic Centre Car Park, East Kilbride (5)",55.761935,-4.174662,G74 1AB,In service,Charge Your Car
"Civic Centre Car Park, East Kilbride (6)",55.761936,-4.174663,G74 1AB,In service,Charge Your Car
"Civic Centre Car Park, East Kilbride (7)",55.761937,-4.174664,G74 1AB,In service,Charge Your Car
"Civic Centre Car Park, East Kilbride (8)",55.761938,-4.174665,G74 1AB,In service,Charge Your Car
"Common Green Car Park, Strathaven (1)",55.676506,-4.06639,ML10 6AF,In service,Charge Your Car
"Common Green Car Park, Strathaven (2)",55.676507,-4.0664,ML10 6AF,In service,Charge Your Car
"Forrest Street Car Park, Blantyre (1)",55.793575,-4.081776,G72 0JP,In service,Charge Your Car
"Forrest Street Car Park, Blantyre (2)",55.793576,-4.081777,G72 0JP,In service,Charge Your Car
"Forrest Street Car Park, Blantyre (3)",55.793577,-4.081778,G72 0JP,In service,Charge Your Car
"Forrest Street Car Park, Blantyre (4)",55.793578,-4.081779,G72 0JP,In service,Charge Your Car
"Glebe Drive Car Park, Lanark (1)",55.672283,-3.774693,ML11 7JT,In service,Charge Your Car
"Glebe Drive Car Park, Lanark (2)",55.672284,-3.774694,ML11 7JT,In service,Charge Your Car
"Glebe Drive Car Park, Lanark (3)",55.672285,-3.774695,ML11 7JT,In service,Charge Your Car
"Glebe Drive Car Park, Lanark (4)",55.672286,-3.774696,ML11 7JT,In service,Charge Your Car
"Kirkstyle Car Park, Biggar (2)",55.624132,-3.52563,ML12 6DT,In service,Charge Your Car
"Lifestyle Car Park, Carluke (1)",55.733567,-3.834938,ML8 4DF,In service,Charge Your Car
"Lifestyle Car Park, Carluke (2)",55.733568,-3.834939,ML8 4DF,In service,Charge Your Car
"Montrose House, Hamilton (1)",55.77757,-4.050131,ML3 6LB,In service,Charge Your Car
"Montrose House, Hamilton (2)",55.77758,-4.050132,ML3 6LB,In service,Charge Your Car
"Montrose House, Hamilton (3)",55.77759,-4.050133,ML3 6LB,In service,Charge Your Car
"Montrose House, Hamilton (4)",55.7776,-4.050134,ML3 6LB,In service,Charge Your Car
"Muiryhall St Car Park, Coatbridge (1)",55.863602,-4.023068,ML5 3ES,In service,Charge Your Car
"Muiryhall St Car Park, Coatbridge (2)",55.863603,-4.023069,ML5 3ES,In service,Charge Your Car
"Q&A Car Park, Larkhall (1)",55.740342,-3.975758,ML9 1EP,In service,Charge Your Car
"Q&A Car Park, Larkhall (2)",55.740343,-3.975759,ML9 1EP,In service,Charge Your Car
"Regent Drive, Rutherglen (1)",55.829042,-4.214793,G73 1BH,In service,Charge Your Car
"Regent Drive, Rutherglen (2)",55.829043,-4.214794,G73 1BH,In service,Charge Your Car
"Regent Drive, Rutherglen (3)",55.829044,-4.214795,G73 1BH,In service,Charge Your Car
"Regent Drive, Rutherglen (4)",55.829045,-4.214796,G73 1BH,In service,Charge Your Car
"Southside Housing Association, Glasgow",55.854309,-4.348039,G51 4EB,In service,Charge Your Car
"Chapelbank Hotel, Forfar",56.644663,-2.885361,DD8 2EP,In service,Charge Your Car
"The Wise Group, Glasgow",55.854274,-4.241321,G1 5DW ,In service,Charge Your Car
"VME Retail Ltd., Crook of Devon",56.182954,-3.561223,KY13 0UQ,In service,Charge Your Car
"Drumbrae Library, Edinburgh",55.954968,-3.287425,EH4 7ES,In service,Charge Your Car
"Cadogan Street Car Park, Glasgow (1)",55.86009,-4.2607,G2 7HF,In service,Charge Your Car
"Cadogan Street Car Park, Glasgow (2)",55.8601,-4.2608,G2 7HF,In service,Charge Your Car
"Cadogan Street Car Park, Glasgow (3)",55.86011,-4.2609,G2 7HF,In service,Charge Your Car
"Cambridge Street Car Park, Glasgow (1)",55.86689,-4.2594,G3 6RU ,In service,Charge Your Car
"Cambridge Street Car Park, Glasgow (2)",55.8669,-4.2595,G3 6RU ,In service,Charge Your Car
"Cambridge Street Car Park, Glasgow (3)",55.86691,-4.2596,G3 6RU ,In service,Charge Your Car
"Cambridge Street Car Park, Glasgow (4)",55.86692,-4.2597,G3 6RU ,In service,Charge Your Car
"Charing Cross Car Park, Glasgow (1)",55.86454,-4.2692,G2 4PR,In service,Charge Your Car
"Charing Cross Car Park, Glasgow (2)",55.86455,-4.2693,G2 4PR,In service,Charge Your Car
"Charing Cross Car Park, Glasgow (3)",55.86456,-4.2694,G2 4PR,In service,Charge Your Car
"Concert Square Car Park, Glasgow (1)",55.86552,-4.253,G4 0DE,In service,Charge Your Car
"Concert Square Car Park, Glasgow (2)",55.86553,-4.254,G4 0DE,In service,Charge Your Car
"Concert Square Car Park, Glasgow (3)",55.86554,-4.255,G4 0DE,In service,Charge Your Car
"Duke Street Car Park, Glasgow (1)",55.85964,-4.23479,G4 0UG,In service,Charge Your Car
"Duke Street Car Park, Glasgow (2)",55.85965,-4.2348,G4 0UG,In service,Charge Your Car
"Duke Street Car Park, Glasgow (3)",55.85966,-4.23481,G4 0UG,In service,Charge Your Car
"Duke Street Car Park, Glasgow (4)",55.85967,-4.23482,G4 0UG,In service,Charge Your Car
"Clickimin Lesuire Centre, Shetland",60.15209,-1.161332,ZE1 OPJ,In service,Charge Your Car
"Fort Road Car Park, Shetland",60.156903,-1.146306,ZE1 OLX,In service,Charge Your Car
"Grantfield Offices, Shetland",60.158333,-1.156667,ZE1 ONT,In service,Charge Your Car
"North Ness, Shetland",60.154407,-1.146644,ZE1 OLZ,In service,Charge Your Car
Lerwick Health Centre,60.149975,-1.155721,ZE1  0TG,In service,Charge Your Car
"Maisondieu Primary School Car Park, Maisondie",56.732739,-2.662082,DD9 6JB,In service,Charge Your Car
"Bellies Brae Car Park, Bellies Brae, Kirriemu",56.672398,-3.00386,DD8 4EB,In service,Charge Your Car
Eriskay/Ceann a'Gharraidh Waiting Room,57.070908,-7.308168,HS2 0XB,In service,Charge Your Car
Lochmaddy Waiting Room,57.601241,-7.163857,HS6 5AA,In service,Charge Your Car
Leverburgh Waiting Room,57.767667,-7.015919,HS5 3UA,In service,Charge Your Car
Lews Castle College,58.213,-6.396517,HS2 0XR,In service,Charge Your Car
Spors Nis/Lionel School,58.494884,-6.254146,HS2 0XB,In service,Charge Your Car
"Coldstream, Halliwell Car Park",55.652136,-2.250178,TD12 4AE,In service,Charge Your Car
Aberdeen Royal Eye Clinic Car Park,57.153428,-2.131306,AB25 2WA,In service,Charge Your Car
Aberdeen Royal (Trusty Teds),57.156367,-2.129746,AB25 2EH,In service,Charge Your Car
Hazlehead Park,57.139239,-2.178726,AB15 8BJ,In service,Charge Your Car
Cornhill Shopping Centre,57.159246,-2.142238,AB16 5UT,In service,Charge Your Car
"Victoria Hospital, Hayfield Road, Kirkcaldy, ",56.125813,-3.161284,KY2 5AH,In service,Charge Your Car
Hamilton Palace Football Pavilion Car Park,55.782309,-4.034816,ML3 6BY,In service,Charge Your Car
